"","OTU","Sample","Abundance","host_disease","author","host_subtype","Kingdom","Phylum","Class","Order","Family","Genus"
"1354","ASV327","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1355","ASV327","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1356","ASV327","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1357","ASV327","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1358","ASV327","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1359","ASV327","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1360","ASV327","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1361","ASV327","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1362","ASV327","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1363","ASV327","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1365","ASV327","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1366","ASV327","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1367","ASV327","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1368","ASV327","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1369","ASV327","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1370","ASV327","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1371","ASV327","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1372","ASV327","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1373","ASV327","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1374","ASV327","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1376","ASV327","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1377","ASV327","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1379","ASV327","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella"
"1381","ASV37","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1382","ASV37","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1384","ASV37","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1385","ASV37","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1387","ASV37","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1388","ASV37","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1389","ASV37","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1390","ASV37","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1392","ASV37","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1394","ASV37","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1396","ASV37","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1399","ASV37","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1402","ASV37","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1404","ASV37","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1407","ASV37","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1409","ASV37","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1410","ASV37","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1411","ASV373","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1412","ASV373","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1413","ASV373","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1414","ASV373","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1415","ASV373","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1416","ASV373","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1417","ASV373","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1418","ASV373","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1419","ASV373","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1420","ASV373","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1421","ASV373","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1422","ASV373","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1423","ASV373","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1424","ASV373","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1426","ASV373","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1427","ASV373","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1428","ASV373","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1429","ASV373","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1430","ASV373","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1431","ASV373","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1432","ASV373","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1433","ASV373","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1434","ASV373","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1435","ASV373","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1436","ASV373","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1437","ASV373","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1438","ASV373","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1439","ASV373","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1440","ASV373","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"1441","ASV376","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1443","ASV376","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1444","ASV376","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1445","ASV376","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1447","ASV376","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1448","ASV376","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1449","ASV376","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1450","ASV376","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1451","ASV376","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1452","ASV376","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1453","ASV376","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1454","ASV376","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1456","ASV376","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1457","ASV376","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1458","ASV376","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1459","ASV376","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1460","ASV376","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1461","ASV376","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1462","ASV376","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1463","ASV376","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1466","ASV376","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1467","ASV376","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1469","ASV376","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1471","ASV382","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1472","ASV382","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1473","ASV382","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1474","ASV382","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1475","ASV382","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1477","ASV382","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1478","ASV382","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1479","ASV382","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1480","ASV382","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1481","ASV382","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1482","ASV382","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1483","ASV382","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1484","ASV382","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1485","ASV382","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1486","ASV382","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1488","ASV382","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1489","ASV382","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1490","ASV382","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1491","ASV382","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1493","ASV382","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1494","ASV382","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1495","ASV382","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1496","ASV382","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1497","ASV382","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1498","ASV382","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1499","ASV382","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1500","ASV382","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1501","ASV386","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1502","ASV386","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1504","ASV386","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1505","ASV386","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1506","ASV386","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1507","ASV386","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1508","ASV386","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1509","ASV386","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1510","ASV386","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1511","ASV386","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1512","ASV386","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1513","ASV386","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1514","ASV386","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1515","ASV386","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
"1517","ASV386","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003"
